ID,Date,Element,Data_Value
USC00028112,2006-03-20,TMIN,56
USC00029634,2007-02-13,TMIN,78
USW00053162,2011-08-04,TMIN,246
USC00021306,2007-10-27,TMIN,117
USW00053162,2011-08-04,TMAX,412
USW00023183,2012-04-09,TMAX,344
USC00021314,2009-07-15,TMAX,450
USW00053156,2012-10-05,TMIN,165
USC00025270,2005-07-19,TMAX,456
USC00025270,2005-07-19,TMIN,283
USC00028499,2013-04-18,TMIN,117
USC00021314,2010-06-24,TMIN,172
USC00021314,2005-06-28,TMAX,428
USC00021314,2010-06-24,TMAX,433
USC00024977,2011-05-28,TMIN,239
USC00027187,2012-07-14,TMIN,222
USW00023183,2013-05-17,TMAX,344
USC00021314,2005-06-28,TMIN,217
USC00024829,2015-10-23,TMAX,278
USC00021314,2009-07-15,TMIN,289
USC00029634,2008-01-19,TMAX,167
USC00027187,2012-07-14,TMAX,350
USC00029634,2010-02-28,TMAX,217
USC00029634,2010-02-28,TMIN,83
USC00029634,2012-09-08,TMAX,367
USC00025270,2009-03-11,TMIN,56
USC00025270,2009-03-11,TMAX,278
USC00029634,2012-09-08,TMIN,261
USC00025270,2010-04-02,TMAX,283
USW00053156,2012-10-05,TMAX,341
USC00027187,2015-10-16,TMAX,350
USW00023183,2012-04-09,TMIN,183
USC00028499,2013-04-18,TMAX,244
USC00029634,2006-07-23,TMIN,333
USC00024977,2014-03-16,TMAX,272
USC00024977,2014-03-16,TMIN,139
USW00023183,2011-08-24,TMIN,322
USC00021306,2007-10-27,TMAX,344
USC00027370,2009-07-16,TMAX,400
USC00029634,2006-07-23,TMAX,461
USC00029634,2008-10-01,TMIN,233
USC00029634,2008-10-01,TMAX,378
USC00028499,2008-06-19,TMAX,439
USC00021314,2009-10-21,TMAX,261
USC00021314,2009-10-21,TMIN,94
USC00025270,2010-08-25,TMIN,261
USC00024977,2014-03-27,TMIN,122
USC00024977,2014-03-27,TMAX,228
USC00028499,2015-11-30,TMAX,178
USC00024977,2011-05-28,TMAX,372
USC00025270,2010-08-25,TMAX,444
USC00029634,2011-01-25,TMAX,206
USC00029634,2011-01-25,TMIN,56
USC00028112,2007-01-29,TMIN,44
USC00028112,2007-01-29,TMAX,211
USC00027187,2013-11-09,TMIN,100
USC00025270,2007-07-29,TMIN,222
USC00027187,2013-11-09,TMAX,272
USC00029634,2010-01-12,TMIN,56
USC00024977,2006-10-12,TMAX,311
USC00027187,2014-12-30,TMIN,-17
USW00023183,2010-07-09,TMIN,333
USC00028112,2005-02-28,TMAX,206
USC00024829,2011-02-20,TMAX,144
USC00028499,2015-03-27,TMIN,106
USW00023183,2008-12-30,TMAX,228
USC00021314,2006-05-05,TMAX,350
USW00023183,2008-12-30,TMIN,61
USC00024829,2005-06-25,TMIN,250
USC00024829,2005-06-25,TMAX,433
USC00029634,2007-07-30,TMIN,283
USC00029634,2012-12-15,TMAX,94
USC00028499,2010-02-28,TMAX,233
USC00024977,2011-03-26,TMIN,100
USC00028499,2010-02-28,TMIN,94
USC00024829,2010-10-18,TMIN,200
USC00029634,2007-07-30,TMAX,406
USC00029634,2007-04-26,TMAX,328
USC00021306,2008-10-16,TMAX,344
USC00027187,2013-09-28,TMIN,94
USC00024977,2006-02-13,TMIN,67
USC00027187,2013-09-28,TMAX,311
USC00024977,2015-04-16,TMAX,300
USC00024977,2006-02-13,TMAX,244
USC00024829,2011-02-20,TMIN,72
USC00021314,2011-03-14,TMAX,294
USC00029634,2012-12-15,TMIN,78
USC00021314,2011-03-14,TMIN,83
USC00021314,2011-03-13,TMIN,78
USC00028112,2005-02-28,TMIN,67
USC00021314,2010-05-05,TMIN,122
USW00023183,2014-02-03,TMAX,161
USW00023183,2014-02-03,TMIN,89
USC00028499,2014-08-28,TMIN,211
USC00028499,2014-08-13,TMIN,194
USC00028499,2014-08-13,TMAX,350
USC00024977,2009-01-11,TMAX,189
USC00021314,2010-05-05,TMAX,333
USC00023027,2008-02-27,TMAX,267
USC00023027,2008-02-27,TMIN,111
USC00021314,2011-03-13,TMAX,311
USW00053162,2011-03-30,TMIN,73
USC00021314,2007-05-20,TMIN,183
USC00028499,2012-11-01,TMIN,78
USW00023183,2005-07-01,TMIN,267
USC00027370,2011-10-03,TMAX,367
USW00023183,2005-07-01,TMAX,439
USC00028499,2013-01-02,TMIN,-17
USW00023183,2007-03-04,TMAX,233
USW00023183,2007-03-04,TMIN,100
USC00028499,2015-03-27,TMAX,339
USC00028499,2013-01-02,TMAX,178
USW00053162,2011-03-30,TMAX,297
USC00027370,2011-10-03,TMIN,244
USC00021314,2007-05-20,TMAX,378
USC00024829,2010-10-18,TMAX,311
USC00024977,2015-04-16,TMIN,111
USC00029634,2007-04-26,TMIN,156
USC00023027,2005-03-03,TMAX,211
USC00024977,2012-01-09,TMAX,189
USC00029634,2006-03-20,TMAX,172
USC00029634,2006-03-20,TMIN,61
USC00027187,2013-08-05,TMIN,250
USC00027187,2013-08-05,TMAX,383
USW00053162,2014-05-24,TMAX,321
USC00021314,2005-12-31,TMIN,6
USC00021314,2005-12-31,TMAX,200
USC00024977,2012-01-09,TMIN,67
USC00028499,2010-11-12,TMIN,17
USC00021314,2005-03-12,TMIN,78
USC00025270,2007-02-10,TMAX,278
USW00053162,2011-11-25,TMIN,74
USW00053162,2011-11-25,TMAX,192
USC00028499,2011-10-15,TMAX,367
USC00028499,2011-10-15,TMIN,122
USC00024977,2006-04-04,TMAX,294
USC00024977,2006-04-04,TMIN,178
USC00025270,2007-02-10,TMIN,56
USC00029634,2014-09-06,TMAX,394
USW00023183,2015-12-17,TMIN,22
USC00024829,2005-07-04,TMAX,439
USC00027370,2006-05-08,TMAX,344
USW00053162,2014-05-24,TMIN,155
USC00024977,2009-07-03,TMAX,411
USC00024977,2009-07-03,TMIN,289
USC00024977,2011-03-26,TMAX,233
USC00029634,2009-09-06,TMIN,244
USC00021314,2006-05-05,TMIN,122
USC00029634,2009-09-06,TMAX,367
USC00024829,2012-12-18,TMAX,144
USC00021314,2011-07-13,TMIN,233
USC00021314,2011-07-13,TMAX,389
USC00025270,2007-06-05,TMAX,428
USC00025270,2007-06-05,TMIN,194
USC00024829,2012-12-18,TMIN,44
USC00021314,2011-07-16,TMAX,389
USC00021306,2007-07-27,TMAX,372
USW00023183,2010-07-26,TMAX,417
USW00023183,2010-07-26,TMIN,311
USC00021314,2011-07-16,TMIN,217
USC00024977,2008-09-27,TMAX,378
USC00024977,2008-09-27,TMIN,228
USC00025270,2005-11-14,TMIN,44
USC00028499,2010-03-28,TMAX,272
USC00028499,2010-03-28,TMIN,72
USC00025270,2005-11-14,TMAX,283
USC00029634,2012-07-05,TMAX,367
USW00053156,2012-09-02,TMIN,276
USW00053156,2012-09-02,TMAX,397
USW00023183,2014-01-19,TMIN,83
USW00023183,2014-01-19,TMAX,244
USC00028499,2012-11-01,TMAX,317
USC00029634,2012-07-05,TMIN,217
USC00021314,2005-11-17,TMAX,272
USC00028499,2012-06-24,TMIN,239
USC00025270,2011-11-02,TMIN,128
USC00029634,2012-08-07,TMIN,306
USC00025270,2011-11-02,TMAX,289
USC00027370,2005-03-03,TMAX,211
USC00023027,2005-11-26,TMIN,83
USC00024977,2005-02-09,TMAX,200
USW00023183,2006-06-03,TMAX,444
USC00024977,2005-02-09,TMIN,78
USC00021314,2012-05-16,TMIN,233
USC00021314,2012-05-16,TMAX,400
USW00023183,2005-04-15,TMIN,167
USC00028499,2014-10-01,TMIN,122
USC00028112,2005-02-10,TMIN,106
USC00028499,2008-07-13,TMAX,400
USC00023027,2007-01-14,TMAX,78
USC00025270,2007-05-05,TMIN,128
USC00023027,2007-01-14,TMIN,-56
USC00024829,2005-04-19,TMIN,117
USC00028499,2008-07-13,TMIN,222
USC00025270,2007-12-13,TMIN,22
USC00027370,2010-11-24,TMIN,33
USC00025270,2007-05-05,TMAX,267
USC00027187,2013-04-27,TMAX,350
USC00027370,2010-11-24,TMAX,172
USC00023027,2005-11-26,TMAX,233
USC00028499,2014-10-01,TMAX,322
USC00028112,2005-02-10,TMAX,206
USC00027187,2013-04-27,TMIN,133
USW00023183,2010-07-09,TMAX,444
USC00027370,2007-06-01,TMIN,200
USW00023183,2007-05-09,TMAX,367
USW00023183,2007-05-09,TMIN,211
USC00024829,2013-04-16,TMAX,283
USC00027370,2007-06-01,TMAX,389
USC00028499,2007-08-18,TMIN,261
USC00024977,2006-10-12,TMIN,150
USW00023183,2011-05-24,TMAX,322
USC00029634,2012-10-07,TMIN,200
USC00027370,2011-05-31,TMIN,133
USC00029634,2012-10-07,TMAX,339
USC00021514,2005-03-29,TMIN,83
USC00025270,2007-12-01,TMAX,200
USC00025270,2007-12-01,TMIN,122
USC00027370,2011-05-31,TMAX,294
USW00053162,2010-06-04,TMIN,178
USC00021514,2005-03-29,TMAX,228
USW00023183,2011-05-24,TMIN,194
USC00028499,2007-08-18,TMAX,433
USC00028499,2008-08-04,TMIN,239
USC00029634,2013-04-23,TMAX,339
USW00053162,2010-06-04,TMAX,388
USC00029634,2013-04-23,TMIN,161
USC00029634,2012-08-07,TMAX,439
USW00053162,2013-10-01,TMAX,338
USC00029634,2007-12-08,TMIN,94
USW00023183,2015-08-10,TMAX,406
USC00025270,2007-12-13,TMAX,167
USC00028499,2007-06-14,TMIN,206
USC00021314,2009-05-22,TMIN,183
USC00021314,2009-05-22,TMAX,333
USC00021314,2008-01-30,TMIN,17
USC00021314,2013-02-21,TMIN,0
USC00021314,2013-02-21,TMAX,133
USC00021314,2008-01-30,TMAX,156
USC00027187,2015-04-14,TMAX,333
USW00023183,2006-06-03,TMIN,283
USC00021306,2006-06-07,TMIN,250
USC00024977,2014-10-12,TMIN,178
USC00028499,2012-10-21,TMAX,311
USC00021314,2014-09-12,TMIN,222
USC00021314,2014-09-12,TMAX,361
USC00028499,2014-08-28,TMAX,394
USC00024977,2007-06-27,TMAX,433
USC00021306,2008-10-16,TMIN,128
USC00029634,2008-11-06,TMIN,128
USC00029634,2008-11-06,TMAX,228
USC00024977,2007-06-27,TMIN,317
USC00021306,2006-06-07,TMAX,411
USC00024977,2009-01-11,TMIN,44
USC00021314,2005-11-17,TMIN,72
USC00028499,2012-06-24,TMAX,394
USC00024977,2014-10-12,TMAX,333
USC00028499,2007-06-14,TMAX,422
USW00023183,2015-12-02,TMIN,33
USC00028499,2012-10-21,TMIN,111
USW00053162,2013-10-01,TMIN,107
USC00025270,2009-01-24,TMAX,244
USC00024977,2006-04-23,TMAX,300
USC00024829,2014-11-02,TMIN,156
USC00021314,2009-01-04,TMAX,189
USC00024977,2006-04-23,TMIN,150
USW00023183,2010-09-28,TMIN,272
USW00023183,2015-08-10,TMIN,306
USC00023027,2005-09-29,TMIN,167
USW00023183,2012-06-01,TMIN,261
USW00023183,2010-09-28,TMAX,383
USC00025270,2007-07-29,TMAX,400
USW00023183,2012-06-01,TMAX,439
USC00021314,2009-01-04,TMIN,39
USC00024829,2007-03-02,TMIN,33
USC00024829,2007-03-02,TMAX,194
USW00023183,2005-04-15,TMAX,333
USW00023183,2015-12-02,TMAX,217
USC00021314,2006-08-09,TMIN,261
USC00021314,2012-09-13,TMAX,333
USC00021314,2012-09-13,TMIN,206
USC00024829,2014-07-03,TMIN,183
USC00024829,2014-07-03,TMAX,411
USC00023027,2005-09-29,TMAX,356
USC00024829,2014-11-02,TMAX,228
USC00025270,2009-01-24,TMIN,128
USC00027370,2008-08-19,TMIN,233
USC00029634,2012-03-19,TMIN,56
USC00021306,2007-05-20,TMAX,378
USC00025270,2005-12-05,TMIN,-39
USC00025270,2005-12-05,TMAX,178
USW00023183,2008-04-03,TMAX,261
USW00023183,2008-04-03,TMIN,144
USC00029634,2014-12-25,TMAX,156
USC00021314,2015-03-15,TMAX,294
USC00029634,2014-12-25,TMIN,44
USW00023183,2013-07-22,TMAX,356
USC00024977,2015-09-20,TMIN,256
USC00024977,2015-09-20,TMAX,383
USW00053162,2010-07-17,TMAX,421
USW00053162,2013-04-21,TMAX,329
USC00024829,2007-10-06,TMIN,156
USC00024829,2009-03-21,TMIN,133
USC00024829,2009-03-21,TMAX,322
USC00021306,2008-07-06,TMAX,428
USC00021314,2015-03-15,TMIN,111
USC00028499,2015-06-14,TMIN,222
USC00028499,2006-03-27,TMIN,144
USW00023183,2005-10-05,TMAX,356
USC00027370,2010-12-09,TMAX,250
USC00027370,2010-12-09,TMIN,39
USW00023183,2011-03-11,TMIN,128
USC00025270,2012-10-17,TMAX,350
USW00023183,2013-07-22,TMIN,261
USC00029634,2007-05-09,TMIN,194
USW00053162,2010-07-17,TMIN,289
USW00023183,2005-10-05,TMIN,233
USC00027370,2006-11-03,TMAX,283
USC00024977,2015-04-20,TMIN,150
USC00025270,2008-02-15,TMIN,61
USC00021314,2006-06-24,TMAX,428
USC00021314,2006-06-24,TMIN,272
USC00025270,2006-05-18,TMAX,411
USC00025270,2008-02-15,TMAX,150
USC00025270,2006-05-18,TMIN,178
USC00021314,2015-12-31,TMAX,156
USC00021314,2015-12-31,TMIN,-50
USC00027187,2013-06-12,TMIN,222
USC00028499,2006-03-27,TMAX,272
USC00027187,2013-06-12,TMAX,428
USC00028499,2014-06-02,TMAX,417
USC00025270,2007-03-31,TMIN,61
USC00025270,2007-03-31,TMAX,283
USW00053162,2012-06-24,TMAX,401
USC00027370,2006-01-09,TMAX,206
USW00053162,2012-06-24,TMIN,272
USC00027370,2006-01-09,TMIN,-6
USW00023183,2012-05-16,TMIN,261
USW00023183,2012-05-16,TMAX,406
USW00053162,2013-04-21,TMIN,77
USC00024977,2015-04-20,TMAX,328
USC00028499,2014-06-02,TMIN,156
USC00021306,2008-07-06,TMIN,267
USC00025270,2012-10-17,TMIN,106
USW00023183,2011-03-11,TMAX,306
USC00028499,2014-12-15,TMAX,183
USC00021314,2008-05-31,TMAX,350
USC00028499,2014-12-15,TMIN,56
USC00028112,2006-02-08,TMAX,283
USC00027187,2014-06-19,TMIN,189
USC00029634,2013-04-18,TMAX,244
USC00029634,2013-04-18,TMIN,100
USC00028112,2006-02-08,TMIN,128
USC00023027,2008-09-29,TMIN,283
USC00023027,2008-09-29,TMAX,361
USC00027187,2014-06-19,TMAX,383
USC00028499,2005-07-20,TMAX,411
USC00024977,2015-01-11,TMIN,133
USC00028112,2007-04-01,TMAX,300
USC00029634,2008-06-02,TMIN,217
USC00029634,2008-06-02,TMAX,378
USC00023027,2008-08-13,TMIN,311
USC00021314,2010-02-28,TMAX,211
USC00021314,2010-02-28,TMIN,67
USC00023027,2007-11-11,TMIN,89
USC00023027,2007-11-11,TMAX,250
USW00053156,2012-12-11,TMIN,-6
USC00028112,2007-04-01,TMIN,111
USW00053162,2012-10-31,TMIN,59
USC00024977,2015-01-11,TMAX,211
USC00028499,2005-07-20,TMIN,300
USW00053162,2011-03-26,TMIN,58
USC00021314,2005-04-09,TMIN,89
USC00028499,2005-01-17,TMIN,67
USC00025270,2010-10-26,TMIN,89
USC00028499,2005-01-17,TMAX,261
USC00028499,2013-05-06,TMIN,178
USC00024829,2009-07-05,TMAX,439
USC00021514,2005-01-15,TMIN,17
USC00024977,2008-03-28,TMAX,294
USC00028499,2015-06-14,TMAX,406
USW00023183,2005-11-22,TMAX,267
USC00024977,2008-03-28,TMIN,133
USC00021514,2005-01-15,TMAX,206
USC00021514,2005-02-25,TMIN,44
USC00021306,2009-07-20,TMIN,283
USC00021306,2009-07-20,TMAX,450
USC00021314,2012-08-20,TMAX,389
USC00021314,2012-08-20,TMIN,250
USW00023183,2005-11-22,TMIN,106
USC00025270,2010-10-26,TMAX,278
USC00024829,2006-08-28,TMIN,228
USC00021514,2005-02-25,TMAX,206
USW00053162,2011-03-26,TMAX,251
USC00024829,2014-07-04,TMAX,344
USC00021314,2012-04-20,TMAX,344
USC00021314,2012-04-20,TMIN,133
USC00021314,2005-04-09,TMAX,267
USC00021306,2007-04-17,TMIN,72
USC00024977,2011-10-08,TMIN,111
USC00021306,2007-04-17,TMAX,272
USC00028499,2009-04-14,TMAX,300
USW00023183,2006-11-27,TMAX,206
USC00028499,2007-09-19,TMIN,183
USC00029634,2006-07-09,TMAX,428
USC00024829,2013-10-15,TMIN,122
USC00024829,2013-10-15,TMAX,278
USC00024829,2011-11-02,TMIN,111
USC00024829,2011-11-02,TMAX,250
USW00023183,2005-02-28,TMAX,217
USC00028499,2005-10-18,TMIN,156
USC00024977,2015-10-06,TMIN,150
USW00023183,2007-09-05,TMAX,389
USW00023183,2006-11-27,TMIN,100
USC00023027,2005-10-23,TMAX,306
USC00029634,2013-07-24,TMIN,278
USW00023183,2008-02-17,TMAX,189
USW00023183,2008-02-17,TMIN,67
USW00023183,2005-02-28,TMIN,106
USC00023027,2008-01-03,TMAX,211
USC00027370,2007-10-01,TMAX,333
USC00029634,2006-07-09,TMIN,289
USC00027370,2007-10-01,TMIN,244
USC00028499,2013-02-23,TMAX,183
USW00023183,2013-07-05,TMAX,411
USW00023183,2013-07-05,TMIN,317
USC00029634,2013-07-24,TMAX,406
USC00024977,2009-03-04,TMIN,144
USC00028499,2007-09-19,TMAX,367
USC00024977,2008-09-24,TMAX,394
USC00028112,2007-05-09,TMIN,172
USW00053156,2010-03-16,TMIN,76
USW00053156,2010-03-16,TMAX,255
USC00029634,2013-07-08,TMIN,306
USC00023027,2005-10-23,TMIN,133
USC00029634,2013-07-08,TMAX,450
USC00024977,2006-02-23,TMAX,233
USC00024829,2012-09-23,TMAX,389
USC00024829,2012-09-23,TMIN,244
USC00028499,2007-12-15,TMAX,161
USC00028499,2010-07-26,TMAX,400
USW00053162,2010-04-21,TMIN,119
USW00053156,2010-11-18,TMAX,257
USW00053156,2010-11-18,TMIN,63
USC00021314,2008-09-15,TMIN,233
USC00028499,2010-07-26,TMIN,278
USC00021314,2011-03-07,TMAX,278
USC00021314,2011-03-07,TMIN,67
USC00021314,2008-09-15,TMAX,389
USC00024977,2015-10-06,TMAX,278
USC00027187,2014-11-11,TMIN,122
USC00027187,2014-11-11,TMAX,283
USC00028499,2007-12-15,TMIN,11
USW00053162,2010-04-21,TMAX,229
USC00024829,2009-05-22,TMIN,183
USC00025270,2011-04-29,TMIN,144
USC00028499,2013-02-23,TMIN,106
USW00023183,2010-04-28,TMAX,328
USC00021314,2008-10-20,TMAX,356
USC00023027,2009-02-03,TMIN,117
USC00024977,2007-10-10,TMIN,133
USC00028112,2005-06-14,TMIN,217
USC00029634,2015-12-30,TMIN,-6
USC00024977,2007-10-10,TMAX,333
USC00021314,2008-10-31,TMIN,144
USC00025270,2005-10-15,TMAX,328
USC00021306,2007-11-16,TMIN,139
USC00021314,2008-10-20,TMIN,172
USC00028112,2005-06-14,TMAX,389
USC00023027,2009-02-03,TMAX,261
USC00021314,2008-10-31,TMAX,339
USC00024829,2007-08-20,TMAX,417
USW00023183,2005-06-26,TMIN,272
USW00023183,2005-06-26,TMAX,406
USC00028499,2015-03-20,TMIN,117
USC00028499,2015-03-20,TMAX,289
USW00053156,2013-01-23,TMAX,256
USW00053156,2013-01-23,TMIN,66
USC00029634,2015-12-30,TMAX,133
USC00027370,2006-11-03,TMIN,78
USW00023183,2010-09-01,TMAX,400
USC00028499,2009-04-14,TMIN,128
USC00028499,2005-10-18,TMAX,244
USC00021314,2006-03-26,TMAX,306
USW00023183,2009-09-26,TMAX,411
USC00024977,2009-03-04,TMAX,267
USC00023027,2008-01-03,TMIN,122
USC00029634,2012-06-16,TMIN,228
USW00053162,2012-07-31,TMIN,247
USW00053162,2012-07-31,TMAX,373
USW00053156,2013-12-01,TMIN,76
USW00053156,2013-12-01,TMAX,198
USW00023183,2009-09-26,TMIN,244
USC00029634,2012-06-16,TMAX,400
USC00025270,2005-10-15,TMIN,139
USW00023183,2010-04-28,TMIN,200
USC00029634,2008-04-19,TMIN,122
USC00029634,2008-04-19,TMAX,311
USC00025270,2009-05-07,TMAX,406
USC00025270,2009-05-07,TMIN,161
USW00053162,2013-05-08,TMIN,148
USW00053162,2013-05-08,TMAX,266
USC00027370,2011-03-29,TMIN,106
USC00025270,2011-08-01,TMAX,422
USC00025270,2011-08-01,TMIN,250
USC00027370,2011-03-29,TMAX,267
USC00021314,2008-05-31,TMIN,139
USW00023183,2008-06-16,TMAX,444
USW00023183,2008-06-16,TMIN,294
USC00021314,2006-03-26,TMIN,100
USC00021306,2007-11-16,TMAX,267
USW00023183,2010-09-01,TMIN,267
USW00053156,2012-12-11,TMAX,188
USC00027187,2013-07-27,TMAX,394
USC00027187,2013-07-27,TMIN,244
USW00053156,2011-11-02,TMAX,244
USC00025270,2013-02-14,TMAX,206
USC00024829,2010-12-17,TMAX,161
USC00024829,2008-05-09,TMAX,350
USW00023183,2013-05-08,TMIN,189
USC00028112,2005-03-15,TMAX,200
USC00024829,2005-08-26,TMIN,267
USW00023183,2006-03-17,TMIN,122
USC00028499,2005-07-11,TMAX,428
USC00024829,2008-05-09,TMIN,167
USC00028499,2005-07-11,TMIN,256
USC00024829,2010-12-17,TMIN,50
USW00053162,2010-09-06,TMIN,274
USC00024977,2010-11-27,TMAX,167
USW00023183,2008-04-06,TMAX,300
USC00024829,2011-01-27,TMIN,28
USC00025270,2010-07-21,TMAX,428
USW00023183,2008-04-06,TMIN,150
USC00027370,2011-12-10,TMIN,6
USC00027370,2011-12-10,TMAX,172
USC00025270,2011-09-28,TMAX,383
USC00024977,2012-04-20,TMAX,350
USC00025270,2011-09-28,TMIN,172
USC00024977,2012-04-20,TMIN,183
USC00024829,2011-01-27,TMAX,222
USC00023027,2006-02-13,TMIN,39
USC00025270,2010-06-24,TMAX,450
USC00025270,2005-10-14,TMIN,156
USC00027370,2011-12-21,TMIN,39
USC00025270,2013-02-10,TMIN,6
USW00023183,2014-10-15,TMAX,322
USC00027370,2010-06-17,TMIN,211
USC00024977,2005-04-11,TMAX,261
USC00024977,2005-04-11,TMIN,94
USC00027370,2007-10-11,TMAX,344
USC00024829,2008-05-28,TMAX,289
USC00025270,2005-10-14,TMAX,339
USC00021306,2005-02-23,TMAX,211
USC00024829,2008-05-28,TMIN,178
USW00053156,2011-11-02,TMIN,85
USC00029634,2005-03-27,TMAX,256
USW00053162,2010-09-06,TMAX,381
USC00029634,2005-03-27,TMIN,72
USC00028499,2010-06-11,TMIN,222
USC00027370,2007-10-11,TMIN,133
USC00028499,2010-06-11,TMAX,372
USC00028112,2005-03-15,TMIN,56
USC00028499,2007-07-18,TMIN,289
USC00028499,2007-07-18,TMAX,439
USC00025270,2010-06-24,TMIN,194
USC00025270,2013-02-14,TMIN,-11
USC00024977,2008-05-06,TMIN,172
USW00023183,2013-06-19,TMIN,250
USC00021306,2006-06-29,TMIN,272
USW00023183,2006-03-17,TMAX,261
USC00023027,2006-02-13,TMAX,256
USC00027187,2014-08-27,TMIN,217
USC00021306,2005-05-01,TMIN,117
USC00024977,2011-11-16,TMAX,222
USC00024977,2011-11-16,TMIN,100
USC00024829,2015-04-14,TMAX,356
USC00028499,2011-06-06,TMAX,350
USC00028499,2011-06-06,TMIN,167
USC00029634,2010-08-21,TMIN,300
USC00024829,2009-11-28,TMIN,133
USC00021314,2010-04-10,TMAX,311
USC00028499,2007-05-09,TMAX,356
USC00024977,2007-11-25,TMIN,56
USC00021314,2010-04-10,TMIN,83
USC00024829,2009-11-28,TMAX,217
USC00029634,2015-09-11,TMAX,378
USC00027187,2011-03-29,TMAX,294
USC00029634,2009-10-29,TMAX,189
USC00021306,2009-06-07,TMIN,167
USC00024829,2009-07-05,TMIN,306
USC00021306,2009-06-07,TMAX,356
USC00023027,2005-10-10,TMAX,278
USC00021314,2011-07-06,TMAX,411
USC00021314,2011-07-06,TMIN,244
USW00053156,2012-12-01,TMAX,228
USC00028499,2007-05-09,TMIN,150
USC00024977,2007-11-25,TMAX,194
USC00024977,2013-02-21,TMAX,139
USC00024829,2005-08-26,TMAX,444
USC00024977,2006-10-09,TMAX,289
USW00023183,2012-09-23,TMAX,394
USW00023183,2012-09-23,TMIN,267
USC00024977,2013-01-31,TMIN,39
USC00028499,2007-07-01,TMAX,439
USW00023183,2013-05-08,TMAX,289
USC00021306,2006-06-29,TMAX,422
USC00024977,2013-01-31,TMAX,194
USC00027187,2014-08-27,TMAX,378
USC00028499,2007-07-01,TMIN,200
USC00024977,2006-10-09,TMIN,161
USW00023183,2013-01-27,TMAX,206
USC00025270,2010-09-21,TMIN,250
USC00024829,2011-08-14,TMIN,278
USC00027187,2015-11-12,TMIN,6
USC00024829,2011-08-14,TMAX,422
USC00024829,2015-04-14,TMIN,167
USW00023183,2013-01-27,TMIN,139
USC00023027,2005-10-10,TMIN,117
USC00029634,2013-07-18,TMIN,294
USC00029634,2013-07-18,TMAX,406
USC00021306,2005-03-11,TMAX,311
USC00021306,2005-03-11,TMIN,78
USC00027187,2015-11-12,TMAX,228
USC00024977,2013-02-21,TMIN,33
USC00027370,2011-12-21,TMAX,156
USW00023183,2014-07-01,TMAX,428
USC00024977,2010-11-27,TMIN,39
USW00023183,2014-10-15,TMIN,206
USC00024829,2010-05-09,TMIN,194
USC00024977,2007-03-12,TMIN,133
USC00024829,2009-08-19,TMIN,278
USC00021306,2007-02-22,TMIN,50
USC00027187,2014-01-22,TMAX,233
USC00025270,2012-10-15,TMAX,361
USC00027187,2014-01-22,TMIN,61
USC00025270,2006-11-21,TMAX,311
USW00053156,2011-11-30,TMAX,225
USC00025270,2006-11-21,TMIN,83
USW00053156,2011-11-30,TMIN,36
USC00021306,2007-02-22,TMAX,278
USC00027370,2010-09-16,TMAX,400
USW00023183,2012-01-15,TMAX,172
USC00027370,2010-09-16,TMIN,228
USC00021314,2007-11-07,TMAX,344
USC00027187,2015-03-01,TMAX,250
USC00029634,2008-10-18,TMIN,172
USC00025270,2006-08-04,TMAX,378
USC00029634,2008-10-18,TMAX,344
USC00021306,2009-07-11,TMAX,450
USC00021306,2009-07-11,TMIN,283
USC00025270,2006-08-04,TMIN,261
USC00021314,2014-08-18,TMIN,272
USW00023183,2012-01-15,TMIN,117
USW00023183,2015-07-16,TMAX,417
USW00023183,2015-07-16,TMIN,306
USC00024977,2007-09-14,TMAX,400
USC00024977,2011-10-08,TMAX,256
USC00021314,2015-01-18,TMIN,28
USC00021314,2015-01-18,TMAX,222
USC00021314,2009-10-27,TMIN,67
USC00024829,2010-05-09,TMAX,356
USW00023183,2013-09-21,TMAX,394
USC00025270,2007-04-23,TMIN,117
USC00025270,2007-04-23,TMAX,261
USC00028112,2005-05-27,TMAX,378
USC00029634,2006-03-07,TMIN,83
USW00053156,2012-11-16,TMIN,73
USC00029634,2006-03-07,TMAX,244
USC00021314,2009-10-27,TMAX,289
USW00053156,2012-11-16,TMAX,254
USC00024977,2014-09-12,TMIN,244
USC00024977,2014-09-12,TMAX,383
USC00024829,2006-08-28,TMAX,439
USW00053162,2012-10-31,TMAX,308
USC00028499,2013-06-06,TMIN,183
USW00023183,2013-09-21,TMIN,272
USC00028499,2013-06-06,TMAX,411
USW00023183,2015-05-26,TMAX,356
USC00021314,2014-08-18,TMAX,411
USC00024977,2007-03-12,TMAX,300
USC00025270,2012-10-15,TMIN,128
USW00023183,2005-05-20,TMIN,239
USC00028112,2007-05-09,TMAX,344
USW00023183,2014-07-01,TMIN,300
USC00028499,2015-12-20,TMAX,189
USC00021314,2008-08-23,TMAX,417
USC00021306,2007-08-15,TMIN,256
USW00053156,2012-09-19,TMIN,198
USW00023183,2011-05-10,TMAX,244
USW00023183,2011-05-10,TMIN,161
USC00024829,2006-06-05,TMIN,267
USC00029634,2010-05-14,TMAX,322
USC00029634,2010-05-14,TMIN,172
USC00025270,2007-06-10,TMIN,183
USC00025270,2007-06-10,TMAX,389
USC00024829,2006-06-05,TMAX,450
USC00028112,2005-02-01,TMIN,39
USC00021314,2008-08-23,TMIN,267
